,ws,wd,baseline_obj,baseline_turbine,baseline_yaw,baseline_power,baseline_power_0,baseline_power_1,obj_0,turbine_0,yaw_0,power_0,obj_1,turbine_1,yaw_1,power_1,power
605,9.0,265.00233204581644,266.1355426419453,266.1355426419453,1.1332105961288335,1.5264,1.0073,0.5191,266.11624140673683,266.11624140673683,1.1139093609203883,1.0073,266.11624140673683,266.11624140673683,1.1139093609203883,0.5188,1.5261
606,9.0,265.0033580311067,266.1355426419453,266.1355426419453,1.1321846108385785,1.5263,1.0073,0.519,266.11624140673683,266.11624140673683,1.1128833756301333,1.0073,266.11624140673683,266.11624140673683,1.1128833756301333,0.5187,1.5261
607,9.0,265.0045704686798,266.1355426419453,266.1355426419453,1.1309721732654907,1.5262,1.0073,0.5189,266.11624140673683,266.11624140673683,1.1116709380570455,1.0073,266.11624140673683,266.11624140673683,1.1116709380570455,0.5186,1.526
608,9.0,265.00596931329284,266.1355426419453,266.1355426419453,1.129573328652441,1.5261,1.0073,0.5187,266.11624140673683,266.11624140673683,1.1102720934439958,1.0073,266.11624140673683,266.11624140673683,1.1102720934439958,0.5185,1.5258
609,9.0,265.00755451274733,266.1355426419453,266.1355426419453,1.127988129197945,1.5259,1.0073,0.5186,266.11624140673683,266.11624140673683,1.1086868939894998,1.0073,266.11624140673683,266.11624140673683,1.1086868939894998,0.5184,1.5257
610,9.0,265.00932600789065,266.1355426419453,266.1355426419453,1.1262166340546287,1.5258,1.0073,0.5185,266.11624140673683,266.11624140673683,1.1069153988461835,1.0073,266.11624140673683,266.11624140673683,1.1069153988461835,0.5182,1.5256
611,9.0,265.0112837326186,266.1355426419453,266.1355426419453,1.1242589093266702,1.5256,1.0073,0.5183,266.11624140673683,266.11624140673683,1.104957674118225,1.0073,266.11624140673683,266.11624140673683,1.104957674118225,0.5181,1.5254
612,9.0,265.0134276138777,266.1355426419453,266.1355426419453,1.122115028067583,1.5254,1.0073,0.5181,266.11624140673683,266.11624140673683,1.1028137928591377,1.0073,266.11624140673683,266.11624140673683,1.1028137928591377,0.5179,1.5252
613,9.0,265.01575757166785,266.1355426419453,266.1355426419453,1.1197850702774303,1.5252,1.0073,0.5179,266.11624140673683,266.11624140673683,1.1004838350689852,1.0073,266.11624140673683,266.11624140673683,1.1004838350689852,0.5177,1.525
614,9.0,265.01827351904547,266.1355426419453,266.1355426419453,1.1172691228998133,1.525,1.0073,0.5177,266.11624140673683,266.11624140673683,1.097967887691368,1.0073,266.11624140673683,266.11624140673683,1.097967887691368,0.5175,1.5248
615,9.0,265.0209753621267,266.1355426419453,266.1355426419453,1.1145672798185728,1.5248,1.0073,0.5175,266.11624140673683,266.11624140673683,1.0952660446101277,1.0073,266.11624140673683,266.11624140673683,1.0952660446101277,0.5172,1.5246
616,9.0,265.02386300009084,266.1355426419453,266.1355426419453,1.1116796418544368,1.5245,1.0073,0.5172,266.11624140673683,266.11624140673683,1.0923784066459916,1.0073,266.11624140673683,266.11624140673683,1.0923784066459916,0.517,1.5243
617,9.0,265.02693632518424,266.1355426419453,266.1355426419453,1.1086063167610405,1.5243,1.0073,0.5169,266.11624140673683,266.11624140673683,1.0893050815525953,1.0073,266.11624140673683,266.11624140673683,1.0893050815525953,0.5167,1.5241
618,9.0,265.0301952227241,266.1355426419453,266.1355426419453,1.1053474192211752,1.524,1.0073,0.5167,266.11624140673683,266.11624140673683,1.08604618401273,1.0073,266.11624140673683,266.11624140673683,1.08604618401273,0.5164,1.5238
619,9.0,265.03363957110304,266.1355426419453,266.1355426419453,1.1019030708422406,1.5237,1.0073,0.5164,266.11624140673683,266.11624140673683,1.0826018356337954,1.0073,266.11624140673683,266.11624140673683,1.0826018356337954,0.5161,1.5235
620,9.0,265.0372692417934,266.1355426419453,266.1355426419453,1.098273400151868,1.5234,1.0073,0.5161,266.11624140673683,266.11624140673683,1.0789721649434227,1.0073,266.11624140673683,266.11624140673683,1.0789721649434227,0.5158,1.5232
621,9.0,265.04108409935213,266.1355426419453,266.1355426419453,1.094458542593145,1.5231,1.0073,0.5157,266.11624140673683,266.11624140673683,1.0751573073846998,1.0073,266.11624140673683,266.11624140673683,1.0751573073846998,0.5155,1.5228
622,9.0,265.04508400142583,266.1355426419453,266.1355426419453,1.0904586405194436,1.5227,1.0073,0.5154,266.11624140673683,266.11624140673683,1.0711574053109985,1.0073,266.11624140673683,266.11624140673683,1.0711574053109985,0.5152,1.5225
623,9.0,265.0492687987561,266.1355426419453,266.1355426419453,1.0862738431891898,1.5224,1.0073,0.515,266.11624140673683,266.11624140673683,1.0669726079807447,1.0073,266.11624140673683,266.11624140673683,1.0669726079807447,0.5148,1.5222
624,9.0,265.05363833518504,266.1355426419453,266.1355426419453,1.0819043067602365,1.522,1.0073,0.5147,266.11624140673683,266.11624140673683,1.0626030715517913,1.0073,266.11624140673683,266.11624140673683,1.0626030715517913,0.5144,1.5218
625,9.0,265.0581924476612,266.1355426419453,266.1355426419453,1.0773501942840653,1.5216,1.0073,0.5143,266.11624140673683,266.11624140673683,1.0580489590756201,1.0074,266.11624140673683,266.11624140673683,1.0580489590756201,0.514,1.5214
626,9.0,265.06293096624546,266.1355426419453,266.1355426419453,1.072611675699818,1.5212,1.0073,0.5139,266.11624140673683,266.11624140673683,1.053310440491373,1.0074,266.11624140673683,266.11624140673683,1.053310440491373,0.5136,1.521
627,9.0,265.0678537141175,266.1355426419453,266.1355426419453,1.06768892782776,1.5208,1.0073,0.5134,266.11624140673683,266.11624140673683,1.0483876926193147,1.0074,266.11624140673683,266.11624140673683,1.0483876926193147,0.5132,1.5206
628,9.0,265.07296050758254,266.1355426419453,266.1355426419453,1.0625821343627422,1.5204,1.0073,0.513,266.11624140673683,266.11624140673683,1.043280899154297,1.0074,266.11624140673683,266.11624140673683,1.043280899154297,0.5128,1.5201
629,9.0,265.0782511560779,266.1355426419453,266.1355426419453,1.0572914858673812,1.5199,1.0074,0.5125,266.11624140673683,266.11624140673683,1.037990250658936,1.0074,266.11624140673683,266.11624140673683,1.037990250658936,0.5123,1.5197
630,9.0,265.0837254621802,266.1355426419453,266.1355426419453,1.0518171797650666,1.5194,1.0074,0.5121,266.11624140673683,266.11624140673683,1.0325159445566214,1.0074,266.11624140673683,266.11624140673683,1.0325159445566214,0.5119,1.5192
631,9.0,265.08938322161305,266.1355426419453,266.1355426419453,1.0461594203322306,1.519,1.0074,0.5116,266.11624140673683,266.11624140673683,1.0268581851237855,1.0074,266.11624140673683,266.11624140673683,1.0268581851237855,0.5114,1.5187
632,9.0,265.09522422325404,266.1355426419453,266.1355426419453,1.0403184186912426,1.5185,1.0074,0.5111,266.11624140673683,266.11624140673683,1.0210171834827975,1.0074,266.11624140673683,266.11624140673683,1.0210171834827975,0.5109,1.5182
633,9.0,265.1012482491433,266.1355426419453,266.1355426419453,1.0342943928019963,1.5179,1.0074,0.5106,266.11624140673683,266.11624140673683,1.0149931575935511,1.0074,266.11624140673683,266.11624140673683,1.0149931575935511,0.5104,1.5177
634,9.0,265.1074550744911,266.1355426419453,266.1355426419453,1.028087567454179,1.5174,1.0074,0.51,266.11624140673683,266.11624140673683,1.0087863322457338,1.0074,266.11624140673683,266.11624140673683,1.0087863322457338,0.5098,1.5172
635,9.0,265.1138444676866,266.1355426419453,266.1355426419453,1.0216981742586881,1.5169,1.0074,0.5095,266.11624140673683,266.11624140673683,1.002396939050243,1.0074,266.11624140673683,266.11624140673683,1.002396939050243,0.5093,1.5167
636,9.0,265.1204161903063,266.1355426419453,266.1355426419453,1.0151264516389915,1.5163,1.0074,0.5089,266.11624140673683,266.11624140673683,0.9958252164305463,1.0074,266.11624140673683,266.11624140673683,0.9958252164305463,0.5087,1.5161
637,9.0,265.12716999712285,266.1355426419453,266.1355426419453,1.0083726448224297,1.5157,1.0074,0.5084,266.11624140673683,266.11624140673683,0.9890714096139845,1.0074,266.11624140673683,266.11624140673683,0.9890714096139845,0.5081,1.5155
638,9.0,265.13410563611455,266.1355426419453,266.1355426419453,1.0014370058307236,1.5152,1.0074,0.5078,266.11624140673683,266.11624140673683,0.9821357706222784,1.0074,266.11624140673683,266.11624140673683,0.9821357706222784,0.5075,1.5149
639,9.0,265.14122284847446,266.1355426419453,266.1355426419453,0.9943197934708223,1.5145,1.0074,0.5072,266.11624140673683,266.11624140673683,0.9750185582623772,1.0074,266.11624140673683,266.11624140673683,0.9750185582623772,0.5069,1.5143
640,9.0,265.14852136862004,266.1355426419453,266.1355426419453,0.9870212733252401,1.5139,1.0074,0.5065,266.11624140673683,266.11624140673683,0.967720038116795,1.0074,266.11624140673683,266.11624140673683,0.967720038116795,0.5063,1.5137
641,9.0,265.1560009242032,266.1355426419453,266.1355426419453,0.9795417177420518,1.5133,1.0074,0.5059,266.11624140673683,266.11624140673683,0.9602404825336066,1.0074,266.11624140673683,266.11624140673683,0.9602404825336066,0.5057,1.5131
642,9.0,265.1636612361206,266.1355426419453,266.1355426419453,0.9718814058246608,1.5126,1.0074,0.5052,266.11624140673683,266.11624140673683,0.9525801706162156,1.0074,266.11624140673683,266.11624140673683,0.9525801706162156,0.505,1.5124
643,9.0,265.17150201852365,266.1355426419453,266.1355426419453,0.9640406234216243,1.512,1.0074,0.5046,266.11624140673683,266.11624140673683,0.9447393882131792,1.0074,266.11624140673683,266.11624140673683,0.9447393882131792,0.5043,1.5118
644,9.0,265.1795229788294,266.1355426419453,266.1355426419453,0.9560196631158533,1.5113,1.0074,0.5039,266.11624140673683,266.11624140673683,0.9367184279074081,1.0074,266.11624140673683,266.11624140673683,0.9367184279074081,0.5037,1.5111
645,9.0,265.18772381773175,266.1355426419453,266.1355426419453,0.9478188242135275,1.5106,1.0074,0.5032,266.11624140673683,266.11624140673683,0.9285175890050823,1.0074,266.11624140673683,266.11624140673683,0.9285175890050823,0.503,1.5104
646,9.0,265.19610422921204,266.1355426419453,266.1355426419453,0.9394384127332387,1.5099,1.0074,0.5025,266.11624140673683,266.11624140673683,0.9201371775247935,1.0074,266.11624140673683,266.11624140673683,0.9201371775247935,0.5022,1.5097
647,9.0,265.2046639005508,266.1355426419453,266.1355426419453,0.9308787413944515,1.5092,1.0074,0.5017,266.11624140673683,266.11624140673683,0.9115775061860063,1.0074,266.11624140673683,266.11624140673683,0.9115775061860063,0.5015,1.5089
648,9.0,265.21340251233966,266.1355426419453,266.1355426419453,0.9221401296056229,1.5084,1.0074,0.501,266.11624140673683,266.11624140673683,0.9028388943971777,1.0074,266.11624140673683,266.11624140673683,0.9028388943971777,0.5008,1.5082
649,9.0,265.2223197384926,266.1355426419453,266.1355426419453,0.9132229034526631,1.5077,1.0074,0.5002,266.11624140673683,266.11624140673683,0.8939216682442179,1.0074,266.11624140673683,266.11624140673683,0.8939216682442179,0.5,1.5074
650,9.0,265.23141524625885,266.1355426419453,266.1355426419453,0.9041273956864302,1.5069,1.0074,0.4995,266.11624140673683,266.11624140673683,0.884826160477985,1.0074,266.11624140673683,266.11624140673683,0.884826160477985,0.4992,1.5067
651,9.0,265.24068869623477,266.1355426419453,266.1355426419453,0.8948539457105085,1.5061,1.0074,0.4987,266.11624140673683,266.11624140673683,0.8755527105020633,1.0074,266.11624140673683,266.11624140673683,0.8755527105020633,0.4984,1.5059
652,9.0,265.25013974237675,266.1355426419453,266.1355426419453,0.8854028995685326,1.5053,1.0074,0.4979,266.11624140673683,266.11624140673683,0.8661016643600874,1.0075,266.11624140673683,266.11624140673683,0.8661016643600874,0.4976,1.5051
653,9.0,265.2597680320141,266.1355426419453,266.1355426419453,0.8757746099311703,1.5045,1.0074,0.497,266.11624140673683,266.11624140673683,0.8564733747227251,1.0075,266.11624140673683,266.11624140673683,0.8564733747227251,0.4968,1.5043
654,9.0,265.2695732058623,266.1355426419453,266.1355426419453,0.8659694360829917,1.5037,1.0075,0.4962,266.11624140673683,266.11624140673683,0.8466682008745465,1.0075,266.11624140673683,266.11624140673683,0.8466682008745465,0.496,1.5034
655,9.0,265.27955489803605,266.1355426419453,266.1355426419453,0.8559877439092247,1.5028,1.0075,0.4954,266.11624140673683,266.11624140673683,0.8366865087007795,1.0075,266.11624140673683,266.11624140673683,0.8366865087007795,0.4951,1.5026
656,9.0,265.2897127360635,266.1355426419453,266.1355426419453,0.8458299058817715,1.502,1.0075,0.4945,266.11624140673683,266.11624140673683,0.8265286706733264,1.0075,266.11624140673683,266.11624140673683,0.8265286706733264,0.4943,1.5017
657,9.0,265.3000463408996,266.1355426419453,266.1355426419453,0.83549630104568,1.5011,1.0075,0.4936,266.11624140673683,266.11624140673683,0.8161950658372348,1.0075,266.11624140673683,266.11624140673683,0.8161950658372348,0.4934,1.5009
658,9.0,265.3105553269405,266.1355426419453,266.1355426419453,0.824987315004762,1.5002,1.0075,0.4927,266.11624140673683,266.11624140673683,0.8056860797963168,1.0075,266.11624140673683,266.11624140673683,0.8056860797963168,0.4925,1.5
659,9.0,265.321239302038,266.1355426419453,266.1355426419453,0.8143033399072692,1.4993,1.0075,0.4918,266.11624140673683,266.11624140673683,0.795002104698824,1.0075,266.11624140673683,266.11624140673683,0.795002104698824,0.4916,1.4991
660,9.0,265.332097867514,266.1355426419453,266.1355426419453,0.8034447744312843,1.4984,1.0075,0.4909,266.11624140673683,266.11624140673683,0.7841435392228391,1.0075,266.11624140673683,266.11624140673683,0.7841435392228391,0.4907,1.4982
661,9.0,265.3431306181755,266.1355426419453,266.1355426419453,0.7924120237697707,1.4975,1.0075,0.49,266.11624140673683,266.11624140673683,0.7731107885613255,1.0075,266.11624140673683,266.11624140673683,0.7731107885613255,0.4897,1.4972
662,9.0,265.3543371423297,266.1355426419453,266.1355426419453,0.7812054996155666,1.4965,1.0075,0.489,266.11624140673683,266.11624140673683,0.7619042644071214,1.0075,266.11624140673683,266.11624140673683,0.7619042644071214,0.4888,1.4963
663,9.0,265.3657170217994,266.1355426419453,266.1355426419453,0.7698256201458662,1.4955,1.0075,0.4881,266.11624140673683,266.11624140673683,0.750524384937421,1.0075,266.11624140673683,266.11624140673683,0.750524384937421,0.4878,1.4953
664,9.0,265.3772698319384,266.1355426419453,266.1355426419453,0.7582728100068721,1.4946,1.0075,0.4871,266.11624140673683,266.11624140673683,0.7389715747984269,1.0075,266.11624140673683,266.11624140673683,0.7389715747984269,0.4868,1.4944
665,9.0,265.38899514164774,266.1355426419453,266.1355426419453,0.7465475002975381,1.4936,1.0075,0.4861,266.11624140673683,266.11624140673683,0.727246265089093,1.0075,266.11624140673683,266.11624140673683,0.727246265089093,0.4859,1.4934
666,9.0,265.4008925133913,266.1355426419453,266.1355426419453,0.7346501285539944,1.4926,1.0075,0.4851,266.11624140673683,266.11624140673683,0.7153488933455492,1.0075,266.11624140673683,266.11624140673683,0.7153488933455492,0.4849,1.4924
667,9.0,265.41296150321256,266.1355426419453,266.1355426419453,0.7225811387327212,1.4916,1.0075,0.4841,266.11624140673683,266.11624140673683,0.703279903524276,1.0075,266.11624140673683,266.11624140673683,0.703279903524276,0.4838,1.4914
668,9.0,265.4252016607509,266.1355426419453,266.1355426419453,0.7103409811944061,1.4905,1.0075,0.483,266.11624140673683,266.11624140673683,0.691039745985961,1.0075,266.11624140673683,266.11624140673683,0.691039745985961,0.4828,1.4903
669,9.0,265.43761252925844,266.1355426419453,266.1355426419453,0.6979301126868336,1.4895,1.0075,0.482,266.11624140673683,266.11624140673683,0.6786288774783884,1.0075,266.11624140673683,266.11624140673683,0.6786288774783884,0.4818,1.4893
670,9.0,265.4501936456173,266.1355426419453,266.1355426419453,0.6853489963280026,1.4885,1.0075,0.4809,266.11624140673683,266.11624140673683,0.6660477611195574,1.0075,266.11624140673683,266.11624140673683,0.6660477611195574,0.4807,1.4882
671,9.0,265.4629445403565,266.1355426419453,266.1355426419453,0.6725981015887896,1.4874,1.0075,0.4798,266.11624140673683,266.11624140673683,0.6532968663803445,1.0075,266.11624140673683,266.11624140673683,0.6532968663803445,0.4796,1.4872
672,9.0,265.4758647376699,266.1355426419453,266.1355426419453,0.6596779042753838,1.4863,1.0075,0.4788,266.11624140673683,266.11624140673683,0.6403766690669386,1.0075,266.11624140673683,266.11624140673683,0.6403766690669386,0.4785,1.4861
673,9.0,265.4889537554336,266.1355426419453,266.1355426419453,0.6465888865116654,1.4852,1.0075,0.4777,266.11624140673683,266.11624140673683,0.6272876513032202,1.0076,266.11624140673683,266.11624140673683,0.6272876513032202,0.4774,1.485
674,9.0,265.5022111052241,266.1355426419453,266.1355426419453,0.6333315367211867,1.4841,1.0076,0.4765,266.11624140673683,266.11624140673683,0.6140303015127415,1.0076,266.11624140673683,266.11624140673683,0.6140303015127415,0.4763,1.4839
675,9.0,265.5156362923366,266.1355426419453,266.1355426419453,0.6199063496086978,1.483,1.0076,0.4754,266.11624140673683,266.11624140673683,0.6006051144002527,1.0076,266.11624140673683,266.11624140673683,0.6006051144002527,0.4752,1.4828
676,9.0,265.52922881580315,266.1355426419453,266.1355426419453,0.6063138261421273,1.4818,1.0076,0.4743,266.11624140673683,266.11624140673683,0.5870125909336821,1.0076,266.11624140673683,266.11624140673683,0.5870125909336821,0.4741,1.4816
677,9.0,265.54298816841185,266.1355426419453,266.1355426419453,0.5925544735334256,1.4807,1.0076,0.4731,266.11624140673683,266.11624140673683,0.5732532383249804,1.0076,266.11624140673683,266.11624140673683,0.5732532383249804,0.4729,1.4805
678,9.0,265.55691383672524,266.1355426419453,266.1355426419453,0.5786288052200348,1.4795,1.0076,0.472,266.11624140673683,266.11624140673683,0.5593275700115896,1.0076,266.11624140673683,266.11624140673683,0.5593275700115896,0.4717,1.4793
